text,label
"موضوع: مشکل فوری با ماشین ظرفشویی

درود
با عرض پوزش، اخیراً ماشین ظرفشویی خریداری کرده‌ام ولی مشکل سخت‌افزاری دارد دارد. از دیروز دیگر کار نمی‌کند.

ممنون از توجه شما.

مرسی",customer_support
"موضوع: فقط امروز! ساعت هوشمند اپل واچ سری 9

با درود
فقط برای شما! ساعت هوشمند اپل واچ سری 9 با ۹۵٪ فقط امروز!

دیگه منتظر چی هستید؟

ممنونم",spam
"موضوع: فرصت طلایی!

سلام
فقط امروز! کیف چرم دست‌دوز با قیمت استثنایی فقط ۵,۰۰۰ تومان تومان! دیگه از این بهتر نمی‌شه! عجله کنید! برای خرید کلیک کنید: [لینک]

زود باش، تموم می‌شه!

مرسی",spam
"موضوع: فقط امروز! فیلترشکن پرسرعت بدون قطعی

با احترام
فقط برای شما! فیلترشکن پرسرعت بدون قطعی با ۵۰٪ + ارسال رایگان!

فقط برای تعداد محدودی در دسترس!

مرسی",spam
"موضوع: نیاز به کمک فوری

با درود
با سلام، لامپ هوشمند من بعد از چند روز استفاده بیش از حد داغ می‌شود پیدا کرده. آیا گارانتی شامل این مورد می‌شود؟.

لطفاً در اسرع وقت پاسخ دهید.

مرسی",customer_support
"موضوع: درخواست شراکت تجاری

درود بی‌کران
درخواست جلسه برای بحث در مورد همکاری‌های آینده.

امیدوارم این همکاری برای هر دو طرف سودمند باشد.

با سپاس",partnership
"موضوع: درخواست پشتیبانی برای مشکل فنی دارد

با درود
لطفاًً به این موضوع رسیدگی کنید: یخچال ساید بای ساید من مشکل فنی دارد دارد.

ممنون از توجه شما.

ممنونم",customer_support
"موضوع: مشکل با دوربین مداربسته

سلام وقتتون بخیر
با عرض پوزش، اخیراً دوربین مداربسته خریداری کرده‌ام ولی یک ایراد نرم‌افزاری پیدا کرده دارد. صدای غیرعادی تولید می‌کند.

لطفا بگید چقدر طول می‌کشه.

تشکر",customer_support
"موضوع: درخواست شراکت تجاری

با درود
سلام، یه پیشنهاد همکاری برای اپلیکیشن موبایل خدمات شهروندی داریم. خوشحال می‌شیم بتونیم باهاتون کار کنیم. می‌تونیم صحبت کنیم؟

مشتاق همکاری با شما هستیم.

با آرزوی موفقیت",partnership
"موضوع: درخواست جلسه همکاری

با درود
با سلام، ما از پردازشگران هوشمند هستیم و می‌خوایم در تحلیل و پردازش داده‌های مشتریان باهاتون همکاری کنیم. خواهشمندم نتیجه را به من اطلاع دهید.

مشتاق همکاری با شما هستیم.

ممنونم",partnership
"موضوع: درخواست پشتیبانی برای شارژ نگه نمی‌دارد

با درود
با عرض سلام، شارژ نگه نمی‌دارد در عملکرد اسپیکر بلوتوثی قابل حمل مشاهده کردم. این مشکل برای من بسیار آزاردهنده است. خواهشمندم پیگیری لازم را انجام دهید.

لطفاً در اسرع وقت پاسخ دهید.

سپاسگزارم",customer_support
"موضوع: معرفی شرکت {نام_شرکت}

سلم وقتتون بخیر
با سلم، مایلیم پیشنهاد شراکت در پروژه تحقیقاتی کلان داده را با شما مطرح کنیم. امیدوارم هرچه زودتر این مسئله حل شود. لطفا در صورت تمایل اطلاع دهید.

مشتاق همکاری با شما هستیم.

سپاسگزارم",partnership
"موضوع: معرفی شرکت تجارت الکترونیک پارسیان

درود
با سلام، ما شرکت تجارت الکترونیک پارسیان فعال در زمینه تولید محتوای دیجیتال هستیم و مایل به همکاری استراتژیک با شما در حوزه توسعه بازار مشترک هستیم. خواهشمندم نتیجه را به من اطلاع دهید. منتظر تماس شما هستیم.

با تشکر از توجه شما.

ممنونم",partnership
"موضوع: پیشنهاد برای اپلیکیشن خدمات خانگی

درود بی‌کران
سلام، می‌خواستیم در مورد شراکت تو اپلیکیشن خدمات خانگی باهاتون صحبت کنیم. لطفا در اسرع وقت به این موضوع رسیدگی کنید.

لطفاً در صورت تمایل، زمان مناسبی برای جلسه پیشنهاد دهید.

مرسی",partnership
"موضوع: شرایط خرید ماشین لباسشویی اتوماتیک

سلام وقتتون بخیر
سلام، موجودی ماشین لباسشویی اتوماتیک چطوره؟ هزینه ارسال چقدره؟

ممنون از همکاری شما.

مرسی",sales_inquiry
"موضوع: نیاز به کمک فوری

با سلام
سلام تیم پشتیبانی، من با دوربین مداربسته به مشکل برخوردم. صفحه نمایش آن خاموش می‌شود. راه حل چیه؟

لطفا بگید چقدر طول می‌کشه.

تشکر",customer_support
"موضوع: مشککل فوری با فلش مموری 64 گیگ

درود
لطفاً به این موضوع رسیدگی کنید: فلش مموری 64 گیگ من ریستارت می‌شه دارد.

لطفاً در اسرع وقت پاسخ دهید.

ممنونم",customer_support
"موضوع: مشکل فوری با هارد اکسترنال 2 ترابایت

درود
با سلام، هارد اکسترنال 2 ترابایت من بعد از چند روز استفاده نویز دارد پیدا کرده. آیا نیاز به ارسال برای تعمیر دارد؟.

لطفاً در اسرع وقت پاسخ دهید.

مرسی",customer_support
"موضوع: پیشنهاد همکاری از {نام_شرکت}

سلام و وقت بخیر
با سلام، مایلیم پیشنهاد شراکت در اپلیکیشن موبایل سفارش غذا را با شما مطرح کنیم. امیدوارم هرچه زودتر این مسئله حل شود. لطفا در صورت تمایل اطلاع دهید.

لطفا رزومه ما رو هم بررسی کنید.

با سپاس",partnership
"موضوع: استعلام قیمت تلویزیون هوشمند 55 اینچ

سلام و وقت بخیر
با سلام، لطفا قیمت تلویزیون هوشمند 55 اینچ را اعلام بفرمایید؟ آیا امکان تست حضوری هست؟

اگه امکانش هست تلفنی هم بتونم بپرسم؟

با احترام",sales_inquiry
"موضوع: معرفی شرکت تجارت الکترونیک پارسیان

سلام بر شما
با سلام، ما از تجارت الکترونیک پارسیان هستیم و می‌خوایم در توسعه یک نرم‌افزار جدید باهاتون همکاری کنیم. خواهشمندم نتیجه را به من اطلاع دهید.

امیدوارم بتونیم باهم پروژه خوبی داشته باشیم.

با احترام",partnership
"موضوع: فقط امروز! فیلترشکن پرسرعت بدون قطعی

با سلام
فقط امروز! فیلترشکن پرسرعت بدون قطعی با قیمت استثنایی ۱۵,۰۰۰ تومان ارزون تومان! این پیشنهاد فقط برای شماست! عجله کنید! خرید فوری: [لینک]

فرصت را از دست ندهید!

ممنونم",spam
"موضوع: مشککل فوری با دوربین مداربسته

سلام وقتتون بخیر
سلام، دوربین مداربسته شما مشکل سخت‌افزاری دارد دارد. آیا نیاز به ارسال برای تعمیر دارد؟. منتظر پاسخ شما هستم.

لطفا بگید چقدر طول می‌کشه.

ممنونم",customer_support
"موضوع: سوال درباره {موضوع}

با عرض سلام
سلام، می‌خواستم در مورد ماشین ظرفشویی سوال کنم. قیمت نهایی با احتساب مالیات و هزینه ارسال چقدر است؟.

لطفا زودتر اطلاع بدید.

مرسی",sales_inquiry
"موضوع: مشکل با مایکروویو سولاردام

با احترام
مایکروویو سولاردام جدید من شارژ نگه نمی‌دارد دارد. می‌تونید یه راه حل سریع بگید؟

ممنون می‌شم اگه زود جواب بدید.

با سپاس",customer_support
"موضوع: همکاری در زمینه {زمینه}

سلام
درخواست جلسه برای بحث در مورد همکاری‌های آینده.

مشتاق همکاری با شما هستیم.

با احترام",partnership
"موضوع: نیاز به کمک فوری

سلام
سلام تیم پشتیبانی، من با مایکروویو سولاردام به مشکل برخوردم. نمایشگرش خطوط رنگی نشون می‌ده. راه حل چیه؟

لطفاً در اسرع وقت پاسخ دهید.

با آرزوی موفقیت",customer_support
"موضوع: پیشنهاد همکاری از {نام_شرکت}

سلام بر شما
درخواست جلسه برای بحث در مورد همکاری‌های آینده.

لطفاً در صورت تمایل، زمان مناسبی برای جلسه پیشنهاد دهید.

با آرزوی موفقیت",partnership
"موضوع: استعلام قیمت مایکروویو سولاردام

سلام وقتتون بخیر
درود بر شما، برای خرید عمده مایکروویو سولاردام، شرایط خدمات پس از فروش چگونه است؟ آیا تخفیف همکاری در نظر گرفته می‌شود؟

اگه امکانش هست تلفنی هم بتونم بپرسم؟

با تشکر",sales_inquiry
"موضوع: همکاری در زمینه {زمینه}

درود
سلام، یه پیشنهاد همکاری برای پلتفرم رزرو خدمات داریم. خوشحال می‌شیم بتونیم باهاتون کار کنیم. می‌تونیم صحبت کنیم؟

امیدوارم بتونیم باهم پروژه خوبی داشته باشیم.

سپاسگزارم",partnership
"موضوع: پیشنهاد همکاری از {نام_شرکت}

درود
با سلام، مایلیم پیشنهاد شراکت در فروشگاه اینترنتی چند فروشندگی را با شما مطرح کنیم. این مشکل برای من بسیار آزاردهنده است. لطفا در صورت تمایل اطلاع دهید.

با تشکر از توجه شما.

تشکر",partnership
"موضوع: فقط امروز! پکیج لاغری تضمینی

سلام بر شما
آخرین شانس! پکیج لاغری تضمینی با قیمت ۱۱۹ هزار تومان استثنایی!

عجله کنید، این پیشنهاد محدود است!

سپاسگزارم",spam
"موضوع: شکایت از ایرپاد پرو

سلاام بر شما
پشتیبانی گرامی، ایرپاد پرو به درستی کار نمی‌کند. نمایشگرش خطوط رنگی نشون می‌ده. چه کاری باید انجام دهم؟

ممننون می‌شم اگه زود جواب بدید.

با سپاس",customer_support
"موضوع: تخفیف ویژه!

با درود
درآمد میلیونی در خانه! بدون نیاز به سرمایه! سیستم همکاری در فروش با پورسانت بالا. فرم زیر را پر کنید

فرصت را از دست ندهید!

با احترام",spam
"موضوع: نیاز به کمک فوری

سلام بر شما
احتراما به استحضار می‌رساند، هدفون بی‌سیم که اخیرا تهیه کرده‌ام، خراب شده دارد. گاهی خود به خود خاموش می‌شه. آیا شامل گارانتی می‌شود؟

به هر حال، امیدوارم این مشکل به زودی حل شود.

ممنونم",customer_support
"موضوع: موجودی فلش مموری 64 گیگ

سلم بر شما
سلم، موجودی فلش مموری 64 گیگ چطوره؟ آیا شامل گارانتی معتبر می‌شود؟

لطفا بگید کی موجود می‌شه.

با آرزوی موفقیت",sales_inquiry
"موضوع: نیاز به کمک فوری

با درود
فلش مموری 64 گیگ جدید من دکمه‌هاش کار نمی‌کنه دارد. آیا گارانتی شامل این مورد می‌شود؟

واقعا از این وضعیت کلافه شدم.

با احترام",customer_support
"موضوع: درخواست شراکت تجاری

درود
سلامم وقت بخیر، پیشنهاد همکاری در خصوص پروژه سیستم تحلیل رفتار مشتریان را خدمتتان ارائه می‌دهیم. راهکارهای نوآورانه‌ای برای این حوزه داریم. لطفا جهت مذاکره اعلام آمادگی فرمایید.

امیدوارم بتونیم باهم پروژه خوبی داشته باشیم.

مرسی",partnership
"موضوع: سوال در مورد یخچال ساید بای ساید

سلام بر شما
سلام، می‌خواستم اطلاعات بیشتری در مورد یخچال ساید بای ساید و شرایط فروش آن کسب کنم. قیمت نهایی با احتساب مالیات و هزینه ارسال چقدر است؟

منتظر پاسخ شما هستم.

ممنونم",sales_inquiry
"موضوع: موجودی فلش مموری 64 گیگ

درود
سلام، می‌خواستم در مورد فلش مموری 64 گیگ سوال کنم. تفاوت اصلی این مدل با مدل {مدل_دیگر} چیست؟.

منتظر پاسخ شما هستم.

با آرزوی موفقیت",sales_inquiry
"موضوع: درخواست کاتالوگ تبلت اندرویدی

با سلام
سلام، موجودی تبلت اندرویدی چطوره؟ تا کی موجوده؟

ممنون از همکاری شما.

با تقدیم احترام",sales_inquiry
"موضوع: درخواست بررسی شارژ نگه نمی‌دارد

سلام
با عرض پوزش، اخیراً تلویزیون هوشمند 55 اینچ خریداری کرده‌ام ولی شارژ نگه نمی‌دارد دارد. یه خطای عجیب می‌ده که نمی‌فهمم چیه.

واقعا از این وضعیت کلافه شدم.

با سپاس",customer_support
"موضوع: همکاری در {نام_پروژه}

با احترام
شرکت شرکت دانش‌بنیان آینده به دنبال همکاری در زمینه ارائه راهکارهای پرداخت نوین است. تیم فنی ما متشکل از متخصصان برجسته و باتجربه است.

لطفا رزومه ما رو هم بررسی کنید.

ممنون از توجهتون",partnership
"موضوع: درخواست جلسه همکاری

سلام و وقت بخیر
سلام، یه پیشنهاد همکاری برای سامانه آموزش آنلاین داریم. جزئیات کامل طرح پیشنهادی را می‌توانیم در یک جلسه حضوری ارائه دهیم. می‌تونیم صحبت کنیم؟

ممننون می‌شم اگه نظرتون رو بگید.

با تشکر",partnership
"موضوع: دانلود رایگان!

درود بی‌کران
فیلترشکن پرسرعت بدون قطعی رایگان! این پیشنهاد فقط برای شماست! win-prize-now.com

عجله کنید، این پیشنهاد محدود است!

تشکر",spam
"موضوع: معرفی شرکت {نام_شرکت}

با سلام
سلام، یه پیشنهاد همکاری برای پروژه ملی تحلیل داده‌های سلامت داریم. رزومه و سوابق کاری شرکت به پیوست ایمیل تقدیم می‌گردد. می‌تونیم صحبت کنیم؟

مشتاق همکاری با شما هستیم.

تشکر",partnership
"موضوع: مشکل با لامپ هوشمند

با سلام
سلام تیم پشتیبانی، من با لامپ هوشمند به مشکل برخوردم. کلا قفل کرده و باز نمی‌شه. راه حل چیه؟

ممنون از توجه شما.

با تشکر",customer_support
"موضوع: موجودی فلش مموری 64 گیگ

سلام بر شما
سلام، می‌خواستم اطلاعات بیشتری در مورد فلش مموری 64 گیگ و شرایط فروش آن کسب کنم. چطور می‌تونم سفارش بدم؟

منتظر پاسخ شما هستم.

با احترام",sales_inquiry
"موضوع: استعلام قیمت مودم ADSL

سلام بر شما
با سلام، می‌تونید اطلاعات مودم ADSL رو برام بفرستید؟ تا کی موجوده؟

منتظر پاسخ شما هستم.

ممنونم",sales_inquiry
"موضوع: درخواست بررسی شارژ نگه نمی‌دارد

با سلام
سلام، ایرپاد پرو شما شارژ نگه نمی‌دارد دارد. لطفا یک تکنسین اعزام کنید. منتظر پاسخ شما هستم.

لطفا بگید چقدر طول می‌کشه.

با آرزوی موفقیت",customer_support
"موضوع: درخواست پشتیبانی برای باتری ضعیف

سلام و وقت بخیر
با عرض سلام، باتری ضعیف در عملکرد اجاق گاز فردار مشاهده کردم. واقعا ناامید شدم از این وضعیت. خواهشمندم پیگیری لازم را انجام دهید.

مممنون از توجه شما.

با تقدیم احترام",customer_support
"موضوع: مشکل با کولر گازی اینورتر

سلاام و وقت بخیر
سلاام، کولر گازی اینورتر شما باتری ضعیف دارد. لطفن زودتر بررسی کنید. منتظر پاسخ شما هستم.

ممنون می‌شم اگه زود جواب بدید.

ممنون از توجهتون",customer_support
"موضوع: درخواست بررسی بیش از حد داغ می‌شود

درود بی‌کران
با عرض سلام، بیش از حد داغ می‌شود در عملکرد اسپیکر بلوتوثی قابل حمل مشاهده کردم. لطفا در اسرع وقت به این موضوع رسیدگی کنید. خواهشمندم پیگیری لازم را انجام دهید.

ممننون از توجه شما.

با آرزوی موفقیت",customer_support
"موضوع: سوال درباره هزینه نصب و راه‌اندازی

با درود
درود بر شما، برای خرید عمده هارد اکسترنال 2 ترابایت، شرایط هزینه نصب و راه‌اندازی چگونه است؟ آیا تخفیف همکاری در نظر گرفته می‌شود؟

لطفا زودتر اطلاع بدید.

با سپاس",sales_inquiry
"موضوع: پیشنهاد برای سیستم مدیریت جامع مشتریان

درود بی‌کران
با احترام، شرکت ایده‌پردازان نوین پیشنهاد همکاری در سیستم مدیریت جامع مشتریان داره. راهکارهای نوآورانه‌ای برای این حوزه داریم.

لطفاً در صورت تمایل، زمان مناسبی برای جلسه پیشنهاد دهید.

مرسی",partnership
"موضوع: جایزه بزرگ در انتظار شماست!

درود بی‌کران
فقط امروز! دوره آموزش زبان با مدرک با قیمت استثنایی رایگان برای ۱۰۰ نفر اول تومان! تا پایان امشب فرصت دارید! عجله کنید! خرید فوری: [لینک]

این شانس یه بار تو عمره!

با احترام",spam
"موضوع: درخواست اطلاعات فروش

با احترام
درود بر شما، برای خرید عمده پرینتر لیزری، شرایط شرایط پرداخت چگونه است؟ آیا تخفیف همکاری در نظر گرفته می‌شود؟

در صورت امکان، لطفاً اطلاعات را به ایمیل من ارسال کنید.

با احترام",sales_inquiry
"موضوع: مشکل فوری با گوشی موبایل مدل X

درود
با سلام و احترام، من یه ایراد عجیب با گوشی موبایل مدل X خریداری شده دارم. صفحه نمایش آن خاموش می‌شود. لطفا راهنمایی بفرمایید.

مممنون می‌شم اگه زود جواب بدید.

مممنون از توجهتون",customer_support
"موضوع: پیشنهاد همکاری از راهکارهای هوشمند کوشا

درود بی‌کران
شرکت راهکارهای هوشمند کوشا علاقه‌مند به همکاری در زمینه توسعه یک نرم‌افزار جدید است.

امیدوارم این همکاری برای هر دو طرف سودمند باشد.

با سپاس",partnership
"موضوع: عرضه محدود! عجله کنید!

سلام
فقط امروز! دوره آموزش زبان با مدرک با قیمت استثنایی رایگان برای ۱۰۰ نفر اول تومان! تا پایان امشب فرصت دارید! عجله کنید! برای خرید کلیک کنید: [لینک]

همین حالا اقدام کنید!

با تشکر",spam
"موضوع: شکایت از پرینتر لیزری

با سلام
سلام، یه مشکلی با پرینتر لیزری دارم، نمایشگرش خطوط رنگی نشون می‌ده. می‌تونید راهنمایی کنید؟

لطفا بگید چقدر طول می‌کشه.

مرسی",customer_support
"موضوع: همکاری در {نام_پروژه}

سلام و وقت بخیر
درخواست جلسه برای بحث در مورد همکاری‌های آینده.

با تشکر از توجه شما.

با احترام",partnership
"موضوع: درخواست اطلاعات فروش

سلام بر شما
با سلام، می‌تونید اطلاعات گوشی موبایل مدل X رو برام بفرستید؟ لطفن مشخصات فنی دقیق‌تر را ارسال کنید

اگه امکانش هست تلفنی هم بتونم بپرسم؟

تشکر",sales_inquiry
"موضوع: مشکل با تلویزیون هوشمند 55 اینچ

سلام وقتتون بخیر
سلام، تلویزیون هوشمند 55 اینچ شما شارژ نگه نمی‌دارد دارد. لطفا زودتر بررسی کنید. منتظر پاسخ شما هستم.

واقعا از این وضعیت کلافه شدم.

ممنونم",customer_support
"موضوع: سوال در مورد گوشی موبایل مدل X

با عرض سلام
با سلام، می‌تونید اطلاعات گوشی موبایل مدل X رو برام بفرستید؟ آیا شامل گارانتی معتبر می‌شود؟

منتظر پاسخ شما هستم.

ممنون از توجهتون",sales_inquiry
"موضوع: شرایط خرید دوربین مداربسته

با احترام
سلام، می‌خواستم در مورد دوربین مداربسته سوال کنم. آیا نمایندگی فروش در {شهر} دارید؟.

ممنون از همکاری شما.

مرسی",sales_inquiry
"موضوع: سوال در مورد گوشی موبایل مدل X

با عرض سلام
درود، لطفا شرایط خرید گوشی موبایل مدل X رو بگید. شرایط پرداخت.

لطفا زودتر اطلاع بدید.

با سپاس",sales_inquiry
"موضوع: درخواست کاتالوگ سرویس اینترنت

سلام وقتتون بخیر
سلام، آیا سرویس اینترنت در حال حاضر موجود است؟ تا کی موجوده؟ لطفا راهنمایی کنید.

مرسی که وقت گذاشتید.

مرسی",sales_inquiry
"موضوع: پیشنهاد همکاری از {نام_شرکت}

با عرض سلم
درخواست جلسه برای بحث در مورد همکاری‌های آینده.

مشتاق همکاری با شما هستیم.

ممنون از توجهتون",partnership
"موضوع: همکاری در اپلیکیشن موبایل خدمات شهروندی

با سلاام
پیشنهاد همکاری در پروژه اپلیکیشن موبایل خدمات شهروندی. آماده پاسخگویی به سوالات شما هستیم

امیدوارم بتونیم باهم پروژه خوبی داشته باشیم.

سپاسگزارم",partnership
"موضوع: مشکل فوری با پنکه دیجیتال

سلام وقتتون بخیر
سلام، یه مشکلی با پنکه دیجیتال دارم، روشن نمی‌شود و هیچ چراغی ندارد. می‌تونید راهنمایی کنید؟

ممنون از توجه شما.

با آرزوی موفقیت",customer_support
"موضوع: همکاری در زمینه {زمینه}

سلام و وقت بخیر
پیشنهاد همکاری در پروژه اپلیکیشن مدیریت پروژه. لطفا یه زمان برای جلسه هماهنگ کنید

مشتاق همکاری با شما هستیم.

ممنون از توجهتون",partnership
"موضوع: مشکل با مودم ADSL

با احترام
با سلام، مودم ADSL من بعد از چند روز استفاده مرتبا قطع می‌شود پیدا کرده. لطفن برای رفع مشککل راهنمایی کنید.

لطفنً در اسرع وقت پاسخ دهید.

با آرزوی موفقیت",customer_support
"موضوع: درخواست شراکت تجاری

درود
با احترام، شرکت نوآوران اقتصاد سبز پیشنهاد همکاری در اپلیکیشن موبایل سفارش غذا داره. ما سابقه درخشانی در پروژه‌های مشابه داریم.

مشتاق همکاری با شما هستیم.

با احترام",partnership
"موضوع: جایزه بزرگ در انتظار شماست!

با درود
فرصت استثنایی! عطر اصل فرانسوی با قیمت باورنکردنی!

عجله کنید، این پیشنهاد محدود است!

تشکر",spam
"موضوع: سوال در مورد ایرپاد پرو

درود
سلام، می‌خواستم اطلاعات بیشتری در مورد ایرپاد پرو و شرایط فروش آن کسب کنم. چطور می‌تونم سفارش بدم؟

لطفا بگید کی موجود می‌شه.

با آرزوی موفقیت",sales_inquiry
"موضوع: پیشنهاد برای {پروژه}

درود
درود، بدینوسیله جهت همکاری تجاری در زمینه تامین محتوای تخصصی اعلام آمادگی می‌کنیم. خوشحال می‌شیم بتونیم باهاتون کار کنیم. آیا امکان برگزاری جلسه وجود دارد؟

با تشکر از توجه شما.

مرسی",partnership
"موضوع: تخفیف ویژه!

درود بی‌کران
فقط امروز! فیلترشکن پرسرعت بدون قطعی با قیمت استثنایی ۱۱۹ هزار تومان استثنایی تومان! دیگه از این بهتر نمی‌شه! عجله کنید! اطلاعات بیشتر و خرید: [لینک]

زود باش، تموم می‌شه!

مرسی",spam
"موضوع: استعلام قیمت سرویس اینترنت

سلام بر شما
سلام، درباره سرویس اینترنت سوال داشتم، روش‌های پرداخت به چه صورت است؟. لطفا راهنمایی کنید.

در صورت امکان، لطفاً اطلاعات را به ایمیل من ارسال کنید.

با سپاس",sales_inquiry
"موضوع: شرایط خرید اجاق گاز فردار

درود
قیمت اجاق گاز فردار چقدر است؟ زمان تقریبی تحویل کالا چقدر است؟

ممنون از همکاری شما.

مرسی",sales_inquiry
"موضوع: سوال درباره {موضوع}

سلام بر شما
با سلام و احترام، قصد خرید ماشین ظرفشویی را دارم. آیا نمایندگی فروش در {شهر} دارید؟. لطفا کاتالوگ محصول را ارسال نمایید.

در صورت امکان، لطفاً اطلاعات را به ایمیل من ارسال کنید.

ممنونم",sales_inquiry
"موضوع: پیشنهاد همکاری از {نام_شرکت}

سلام و وقت بخیر
درود بر شما، برای همکاری در فروش و بازاریابی آنلاین آماده‌ایم. آماده پاسخگویی به سوالات شما هستیم.

با تشکر از توجه شما.

مرسی",partnership
"موضوع: عرضه محدود! عجله کنید!

سلام بر شما
فوری! برای برنده شدن ۱ میلیارد تومان وجه نقد کلیک کنید! http://getyourprize.xyz/claim

دیگه منتظر چی هستید؟

ممنون از توجهتون",spam
"موضوع: سوال در مورد ساعت هوشمند ورزشی

سلام وقتتون بخیر
لطفاً قیمت و شرایط فروش ساعت هوشمند ورزشی را ارسال کنید.

لطفا زودتر اطلاع بدید.

با احترام",sales_inquiry
"موضوع: استعلام قیمت اسپیکر بلوتوثی قابل حمل

سلام
سلام، می‌خواستم اطلاعات بیشتری در مورد اسپیکر بلوتوثی قابل حمل و شرایط فروش آن کسب کنم. چطور می‌تونم سفارش بدم؟

منتظر پاسخ شما هستم.

با سپاس",sales_inquiry
"موضوع: سوال در مورد دوربین عکاسی

درود بی‌کران
لطفاًً قیمت و شرایط فروش دوربین عکاسی را ارسال کنید.

اگه امکانش هست تلفنی هم بتونم بپرسم؟

با احترام",sales_inquiry
"موضوع: مشکل فوری با یخچال ساید بای ساید

سلام وقتتون بخیر
یخچال ساید بای ساید جدید من نرم‌افزار crash می‌کند دارد. چگونه می‌توانم این مشکل را برطرف کنم؟

ممنون می‌شم اگه زود جواب بدید.

تشکر",customer_support
"موضوع: درخواست اطلاعات فروش

سلام بر شما
با سلام و احترام، قصد خرید ماشین ظرفشویی را دارم. زمان تقریبی تحویل کالا چقدر است؟. لطفن کاتالوگ محصول را ارسال نمایید.

لطفن زودتر اطلاع بدید.

با تشکر",sales_inquiry
"موضوع: نیاز به کمک فوری

با درود
سلام تیم پشتیبانی، من با دوربین عکاسی به مشکل برخوردم. روشن نمی‌شود و هیچ چراغی ندارد. راه حل چیه؟

امیدوارم بتونید سریع کمک کنید.

با تقدیم احترام",customer_support
"موضوع: عرضه محدود! عجله کنید!

سلام و وقت بخیر
آخرین شانس! فیلترشکن پرسرعت بدون قطعی با قیمت ۱۵,۰۰۰ تومان ارزون!

عجله کنید، این پیشنهاد محدود است!

تشکر",spam
"موضوع: درخواست کاتالوگ لپ‌تاپ سری Y

با عرض سلام
سلام، می‌خواستم در مورد لپ‌تاپ سری Y سوال کنم. مدل جدید کی میاد؟.

ممنون از همکاری شما.

با آرزوی موفقیت",sales_inquiry
"موضوع: درخواست پشتیبانی برای مشکل سخت‌افزاری دارد

با عرض سلام
لطفاً به این موضوع رسیدگی کنید: لامپ هوشمند من مشکل سخت‌افزاری دارد دارد.

لطفاً در اسرع وقت پاسخ دهید.

تشکر",customer_support
"موضوع: دانلود رایگان!

درود بی‌کران
آخرین شانس! گوشی سامسونگ گلکسی S24 Ultra با قیمت ۱۵,۰۰۰ تومان ارزون!

زود باش، تموم می‌شه!

با تقدیم احترام",spam
